gender,age,region,subjectID,experimentName,item,verbtype,complementizer,prosody,naturalness,veridicality,comment
NB,20s,nonUS,2.47E+13,veridicality-pilot2,marry,ggameok,go,p1,1,6,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,come,alanae,1-Jul,p1,4,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,painter,mit,go,p4,6,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,painter,moreu,1-Jul,p2,7,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,painter,gieok,1-Jul,p3,7,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,come,moreu,go,p3,1,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,come,alanae,go,p2,3,5,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,painter,alanae,go,p4,6,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,come,gieok,go,p4,6,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,come,gieok,1-Jul,p4,1,3,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,marry,gieok,go,p1,7,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,run,unn,ctr,c9,1,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,marry,gieok,1-Jul,p2,2,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,marry,al,go,p4,3,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,come,al,go,p3,3,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,come,mit,1-Jul,p1,3,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,come,ggameok,1-Jul,p4,5,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,like,unn,ctr,c7,1,6,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,bop,nat,ctr,c1,7,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,puppy,nat,ctr,c5,7,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,bike,unn,ctr,c10,1,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,unnie,nat,ctr,c2,7,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,marry,al,1-Jul,p4,2,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,come,al,1-Jul,p3,6,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,come,moreu,1-Jul,p3,6,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,marry,mit,go,p3,6,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,marry,mit,1-Jul,p3,1,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,marry,mit,geo1,p3,6,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,come,mit,go,p2,6,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,marry,moreu,go,p4,1,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,presch,nat,ctr,c6,7,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,painter,gieok,go,p3,6,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,marry,al,geo1,p4,7,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,painter,moreu,go,p1,1,5,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,painter,alanae,1-Jul,p4,6,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,painter,mit,1-Jul,p4,2,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,painter,al,go,p1,7,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,painter,ggameok,go,p3,1,6,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,painter,al,1-Jul,p2,7,1,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,ramen,unn,ctr,c8,1,7,
NB,20s,nonUS,2.47E+13,veridicality-pilot2,marry,moreu,1-Jul,p4,2,6,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,ggameok,go,p1,1,5,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,moreu,2-Jul,p4,7,7,
F,20s,MA,7.21E+14,veridicality-pilot2,presch,nat,ctr,c6,7,1,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,gieok,2-Jul,p4,3,6,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,gieok,2-Jul,p2,3,1,
F,20s,MA,7.21E+14,veridicality-pilot2,come,ggameok,go,p3,1,7,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,al,geo2,p4,7,7,
F,20s,MA,7.21E+14,veridicality-pilot2,bike,unn,ctr,c10,1,1,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,ggameok,2-Jul,p4,2,7,
F,20s,MA,7.21E+14,veridicality-pilot2,puppy,nat,ctr,c5,7,1,
F,20s,MA,7.21E+14,veridicality-pilot2,come,ggameok,2-Jul,p3,1,6,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,al,2-Jul,p4,6,3,
F,20s,MA,7.21E+14,veridicality-pilot2,come,alanae,2-Jul,p4,2,4,
F,20s,MA,7.21E+14,veridicality-pilot2,run,unn,ctr,c9,1,4,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,mit,go,p3,7,4,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,al,go,p4,5,4,
F,20s,MA,7.21E+14,veridicality-pilot2,come,gieok,go,p3,6,4,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,gieok,go,p4,7,4,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,mit,2-Jul,p1,7,1,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,moreu,go,p4,1,4,
F,20s,MA,7.21E+14,veridicality-pilot2,come,alanae,go,p4,3,6,
F,20s,MA,7.21E+14,veridicality-pilot2,like,unn,ctr,c7,1,1,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,alanae,go,p2,5,7,
F,20s,MA,7.21E+14,veridicality-pilot2,come,al,2-Jul,p2,7,1,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,al,go,p3,6,4,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,ggameok,2-Jul,p2,1,6,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,mit,geo2,p3,7,4,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,gieok,go,p1,7,1,
F,20s,MA,7.21E+14,veridicality-pilot2,come,mit,go,p4,7,4,
F,20s,MA,7.21E+14,veridicality-pilot2,ramen,unn,ctr,c8,3,6,
F,20s,MA,7.21E+14,veridicality-pilot2,come,gieok,2-Jul,p3,5,2,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,moreu,2-Jul,p3,7,7,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,mit,go,p2,7,1,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,alanae,2-Jul,p3,5,4,
F,20s,MA,7.21E+14,veridicality-pilot2,come,al,go,p1,6,4,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,alanae,go,p3,5,4,
F,20s,MA,7.21E+14,veridicality-pilot2,painter,mit,2-Jul,p3,6,4,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,alanae,2-Jul,p1,5,4,
F,20s,MA,7.21E+14,veridicality-pilot2,come,mit,2-Jul,p4,5,4,
F,20s,MA,7.21E+14,veridicality-pilot2,unnie,nat,ctr,c2,7,1,
F,20s,MA,7.21E+14,veridicality-pilot2,bop,nat,ctr,c1,7,7,
F,20s,MA,7.21E+14,veridicality-pilot2,come,moreu,go,p1,5,6,
F,20s,MA,7.21E+14,veridicality-pilot2,come,moreu,2-Jul,p2,7,7,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,ggameok,go,p4,3,4,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,al,2-Jul,p3,7,2,
F,20s,MA,7.21E+14,veridicality-pilot2,marry,moreu,go,p3,3,4,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,alanae,1-Jul,p3,4,6,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,gieok,go,p3,6,7,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,alanae,1-Jul,p4,3,6,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,alanae,go,p4,4,6,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,al,geo1,p4,7,7,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,mit,go,p3,7,5,
F,30s,nonUS,8.63E+14,veridicality-pilot2,painter,gieok,1-Jul,p4,5,6,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,gieok,go,p2,7,3,
F,30s,nonUS,8.63E+14,veridicality-pilot2,unnie,nat,ctr,c2,7,7,
F,30s,nonUS,8.63E+14,veridicality-pilot2,puppy,nat,ctr,c5,7,1,
F,30s,nonUS,8.63E+14,veridicality-pilot2,painter,al,1-Jul,p3,7,2,
F,30s,nonUS,8.63E+14,veridicality-pilot2,painter,alanae,1-Jul,p2,3,7,
F,30s,nonUS,8.63E+14,veridicality-pilot2,painter,moreu,1-Jul,p3,7,7,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,gieok,1-Jul,p3,2,5,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,alanae,go,p3,2,6,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,al,go,p4,1,2,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,moreu,go,p2,1,1,
F,30s,nonUS,8.63E+14,veridicality-pilot2,painter,gieok,go,p4,7,4,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,moreu,1-Jul,p4,2,6,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,moreu,go,p4,1,6,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,ggameok,go,p2,1,3,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,al,1-Jul,p1,4,1,
F,30s,nonUS,8.63E+14,veridicality-pilot2,run,unn,ctr,c9,2,3,
F,30s,nonUS,8.63E+14,veridicality-pilot2,bop,nat,ctr,c1,7,7,
F,30s,nonUS,8.63E+14,veridicality-pilot2,painter,ggameok,1-Jul,p4,3,7,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,mit,geo1,p3,6,6,
F,30s,nonUS,8.63E+14,veridicality-pilot2,ramen,unn,ctr,c8,1,7,
F,30s,nonUS,8.63E+14,veridicality-pilot2,painter,alanae,go,p1,5,7,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,moreu,1-Jul,p1,5,1,
F,30s,nonUS,8.63E+14,veridicality-pilot2,painter,mit,1-Jul,p2,7,2,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,gieok,1-Jul,p1,1,1,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,mit,go,p4,6,2,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,ggameok,go,p3,1,6,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,al,1-Jul,p4,3,1,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,mit,1-Jul,p3,2,1,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,al,go,p2,7,2,
F,30s,nonUS,8.63E+14,veridicality-pilot2,bike,unn,ctr,c10,1,1,
F,30s,nonUS,8.63E+14,veridicality-pilot2,come,ggameok,1-Jul,p1,1,6,
F,30s,nonUS,8.63E+14,veridicality-pilot2,presch,nat,ctr,c6,6,1,
F,30s,nonUS,8.63E+14,veridicality-pilot2,painter,al,go,p3,5,2,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,ggameok,1-Jul,p3,2,7,
F,30s,nonUS,8.63E+14,veridicality-pilot2,like,unn,ctr,c7,1,6,
F,30s,nonUS,8.63E+14,veridicality-pilot2,painter,ggameok,go,p4,1,7,
F,30s,nonUS,8.63E+14,veridicality-pilot2,marry,mit,1-Jul,p4,1,2,
F,30s,nonUS,8.63E+14,veridicality-pilot2,painter,moreu,go,p3,1,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,puppy,nat,ctr,c5,7,1,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,ggameok,1-Jul,p4,6,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,moreu,1-Jul,p2,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,ggameok,1-Jul,p3,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,unnie,nat,ctr,c2,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,run,unn,ctr,c9,7,1,
M,20s,nonUS,2.57E+14,veridicality-pilot2,painter,moreu,1-Jul,p4,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,mit,go,p4,7,3,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,gieok,1-Jul,p4,6,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,painter,ggameok,1-Jul,p2,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,ggameok,go,p3,2,1,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,gieok,go,p4,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,al,1-Jul,p2,7,1,
M,20s,nonUS,2.57E+14,veridicality-pilot2,painter,gieok,go,p1,7,1,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,moreu,1-Jul,p3,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,presch,nat,ctr,c6,7,1,
M,20s,nonUS,2.57E+14,veridicality-pilot2,painter,gieok,1-Jul,p2,5,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,mit,1-Jul,p1,7,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,gieok,go,p3,7,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,alanae,go,p2,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,al,1-Jul,p3,7,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,painter,al,go,p4,7,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,bop,nat,ctr,c1,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,al,geo1,p2,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,alanae,1-Jul,p4,6,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,painter,moreu,go,p4,4,6,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,moreu,go,p1,2,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,mit,geo1,p4,7,3,
M,20s,nonUS,2.57E+14,veridicality-pilot2,like,unn,ctr,c7,1,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,painter,mit,1-Jul,p3,7,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,ggameok,go,p4,6,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,al,go,p3,6,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,gieok,1-Jul,p3,6,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,mit,1-Jul,p4,7,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,mit,go,p2,7,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,painter,alanae,1-Jul,p3,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,alanae,1-Jul,p1,5,3,
M,20s,nonUS,2.57E+14,veridicality-pilot2,ramen,unn,ctr,c8,1,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,marry,moreu,go,p3,6,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,painter,alanae,go,p3,7,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,alanae,go,p4,6,7,
M,20s,nonUS,2.57E+14,veridicality-pilot2,come,al,go,p1,6,2,
M,20s,nonUS,2.57E+14,veridicality-pilot2,painter,mit,go,p3,7,4,
F,30s,nonUS,9.98E+13,veridicality-pilot2,painter,gieok,go,p1,2,4,
F,30s,nonUS,9.98E+13,veridicality-pilot2,bop,nat,ctr,c1,7,7,
F,30s,nonUS,9.98E+13,veridicality-pilot2,marry,al,go,p3,5,5,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,ggameok,2-Jul,p3,6,6,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,alanae,2-Jul,p4,6,6,
F,30s,nonUS,9.98E+13,veridicality-pilot2,marry,al,2-Jul,p3,3,2,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,gieok,go,p3,3,4,
F,30s,nonUS,9.98E+13,veridicality-pilot2,painter,moreu,2-Jul,p4,5,7,
F,30s,nonUS,9.98E+13,veridicality-pilot2,presch,nat,ctr,c6,7,1,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,al,2-Jul,p2,5,2,
F,30s,nonUS,9.98E+13,veridicality-pilot2,painter,mit,2-Jul,p3,5,2,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,al,geo2,p2,5,6,
F,30s,nonUS,9.98E+13,veridicality-pilot2,marry,mit,go,p2,6,2,
F,30s,nonUS,9.98E+13,veridicality-pilot2,marry,gieok,go,p4,5,5,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,mit,2-Jul,p4,5,4,
F,30s,nonUS,9.98E+13,veridicality-pilot2,marry,mit,2-Jul,p1,5,2,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,al,go,p1,5,2,
F,30s,nonUS,9.98E+13,veridicality-pilot2,painter,alanae,2-Jul,p3,5,5,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,alanae,go,p4,5,5,
F,30s,nonUS,9.98E+13,veridicality-pilot2,painter,ggameok,go,p1,3,5,
F,30s,nonUS,9.98E+13,veridicality-pilot2,painter,gieok,2-Jul,p2,4,3,
F,30s,nonUS,9.98E+13,veridicality-pilot2,marry,moreu,2-Jul,p3,6,7,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,mit,geo2,p4,6,4,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,mit,go,p4,6,4,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,gieok,2-Jul,p3,4,4,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,moreu,go,p1,2,6,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,ggameok,go,p3,2,6,
F,30s,nonUS,9.98E+13,veridicality-pilot2,puppy,nat,ctr,c5,7,1,
F,30s,nonUS,9.98E+13,veridicality-pilot2,marry,ggameok,2-Jul,p4,6,6,
F,30s,nonUS,9.98E+13,veridicality-pilot2,painter,ggameok,2-Jul,p2,6,7,
F,30s,nonUS,9.98E+13,veridicality-pilot2,like,unn,ctr,c7,2,4,
F,30s,nonUS,9.98E+13,veridicality-pilot2,come,moreu,2-Jul,p2,6,7,
F,30s,nonUS,9.98E+13,veridicality-pilot2,unnie,nat,ctr,c2,7,7,
F,30s,nonUS,9.98E+13,veridicality-pilot2,painter,al,2-Jul,p4,6,4,
F,30s,nonUS,9.98E+13,veridicality-pilot2,marry,alanae,2-Jul,p1,5,4,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,gieok,2-Jul,p3,3,6,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,al,geo2,p2,5,6,
F,20s,non48,1.12E+14,veridicality-pilot2,puppy,nat,ctr,c5,6,1,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,mit,2-Jul,p4,3,3,
F,20s,non48,1.12E+14,veridicality-pilot2,come,gieok,go,p1,2,3,
F,20s,non48,1.12E+14,veridicality-pilot2,like,unn,ctr,c7,1,5,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,alanae,go,p2,4,6,
F,20s,non48,1.12E+14,veridicality-pilot2,come,al,go,p4,5,3,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,al,go,p3,6,3,
F,20s,non48,1.12E+14,veridicality-pilot2,come,alanae,2-Jul,p3,2,6,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,al,2-Jul,p3,5,2,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,al,go,p1,5,3,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,ggameok,2-Jul,p3,5,6,
F,20s,non48,1.12E+14,veridicality-pilot2,come,moreu,2-Jul,p4,6,7,
F,20s,non48,1.12E+14,veridicality-pilot2,come,moreu,go,p4,2,5,
F,20s,non48,1.12E+14,veridicality-pilot2,bike,unn,ctr,c10,2,5,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,mit,go,p2,6,3,
F,20s,non48,1.12E+14,veridicality-pilot2,come,ggameok,2-Jul,p2,5,6,
F,20s,non48,1.12E+14,veridicality-pilot2,come,ggameok,go,p1,2,5,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,alanae,2-Jul,p1,3,6,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,alanae,go,p4,3,5,
F,20s,non48,1.12E+14,veridicality-pilot2,come,mit,go,p3,6,2,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,ggameok,go,p3,2,4,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,gieok,go,p4,6,3,
F,20s,non48,1.12E+14,veridicality-pilot2,unnie,nat,ctr,c2,6,7,
F,20s,non48,1.12E+14,veridicality-pilot2,bop,nat,ctr,c1,7,7,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,moreu,2-Jul,p3,6,7,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,mit,geo2,p4,4,4,
F,20s,non48,1.12E+14,veridicality-pilot2,ramen,unn,ctr,c8,2,6,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,gieok,2-Jul,p4,5,6,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,gieok,go,p3,5,4,
F,20s,non48,1.12E+14,veridicality-pilot2,come,gieok,2-Jul,p2,3,6,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,moreu,go,p3,2,4,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,mit,2-Jul,p1,3,2,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,moreu,go,p1,2,5,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,mit,go,p4,6,2,
F,20s,non48,1.12E+14,veridicality-pilot2,come,al,2-Jul,p4,5,2,
F,20s,non48,1.12E+14,veridicality-pilot2,come,alanae,go,p3,3,6,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,alanae,2-Jul,p4,2,6,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,moreu,2-Jul,p2,6,7,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,ggameok,go,p4,2,6,
F,20s,non48,1.12E+14,veridicality-pilot2,run,unn,ctr,c9,1,6,
F,20s,non48,1.12E+14,veridicality-pilot2,come,mit,2-Jul,p3,2,2,
F,20s,non48,1.12E+14,veridicality-pilot2,marry,al,2-Jul,p2,6,2,
F,20s,non48,1.12E+14,veridicality-pilot2,painter,ggameok,2-Jul,p4,6,7,
F,20s,non48,1.12E+14,veridicality-pilot2,presch,nat,ctr,c6,7,1,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,gieok,go,p3,5,5,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,gieok,2-Jul,p2,3,5,
M,20s,nonUS,4.45E+13,veridicality-pilot2,ramen,unn,ctr,c8,1,1,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,gieok,2-Jul,p3,3,3,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,ggameok,go,p3,2,1,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,al,2-Jul,p4,7,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,al,go,p3,3,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,alanae,2-Jul,p3,7,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,ggameok,2-Jul,p4,6,7,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,mit,2-Jul,p3,6,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,presch,nat,ctr,c6,7,1,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,al,geo2,p4,7,7,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,mit,2-Jul,p4,6,3,
M,20s,nonUS,4.45E+13,veridicality-pilot2,bop,nat,ctr,c1,7,7,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,gieok,2-Jul,p4,3,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,moreu,2-Jul,p3,7,7,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,moreu,go,p1,3,5,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,alanae,2-Jul,p4,7,6,
M,20s,nonUS,4.45E+13,veridicality-pilot2,puppy,nat,ctr,c5,7,1,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,gieok,go,p1,5,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,alanae,go,p3,3,6,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,ggameok,2-Jul,p3,3,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,mit,go,p4,7,3,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,ggameok,go,p4,2,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,unnie,nat,ctr,c2,7,7,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,mit,2-Jul,p1,5,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,alanae,2-Jul,p1,3,5,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,al,2-Jul,p2,7,1,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,ggameok,go,p1,2,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,moreu,go,p3,2,5,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,alanae,go,p2,3,5,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,al,go,p1,4,5,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,moreu,2-Jul,p4,7,7,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,gieok,go,p4,6,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,mit,go,p2,7,3,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,ggameok,2-Jul,p2,4,6,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,al,go,p4,7,2,
M,20s,nonUS,4.45E+13,veridicality-pilot2,like,unn,ctr,c7,1,6,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,alanae,go,p4,3,4,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,mit,geo2,p3,7,5,
M,20s,nonUS,4.45E+13,veridicality-pilot2,run,unn,ctr,c9,2,6,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,mit,go,p3,7,3,
M,20s,nonUS,4.45E+13,veridicality-pilot2,marry,al,2-Jul,p3,7,2,
M,20s,nonUS,4.45E+13,veridicality-pilot2,bike,unn,ctr,c10,2,1,
M,20s,nonUS,4.45E+13,veridicality-pilot2,come,moreu,2-Jul,p2,7,7,
M,20s,nonUS,4.45E+13,veridicality-pilot2,painter,moreu,go,p4,3,6,
F,20s,nonUS,1.27E+14,veridicality-pilot2,come,alanae,2-Jul,p3,3,5,
F,20s,nonUS,1.27E+14,veridicality-pilot2,come,moreu,2-Jul,p4,6,6,
F,20s,nonUS,1.27E+14,veridicality-pilot2,come,ggameok,go,p2,2,4,
F,20s,nonUS,1.27E+14,veridicality-pilot2,come,mit,go,p3,5,3,
F,20s,nonUS,1.27E+14,veridicality-pilot2,marry,al,2-Jul,p1,6,3,
F,20s,nonUS,1.27E+14,veridicality-pilot2,painter,ggameok,2-Jul,p4,5,6,
F,20s,nonUS,1.27E+14,veridicality-pilot2,painter,ggameok,go,p4,2,5,
F,20s,nonUS,1.27E+14,veridicality-pilot2,bike,unn,ctr,c10,3,2,
F,20s,nonUS,1.27E+14,veridicality-pilot2,puppy,nat,ctr,c5,7,1,
